date,open,high,low,close,volume,sma5,ema5,ema20,disparity,Slow_k,Slow_d,MACD,RSI,Diff,BPS,PER,PBR,EPS,DIV,DPS,3,6,9,KODEX국채선물10년,TIGER 국채3년,KOSEF 미국달러선물
2012-01-20,379500.0,388500.0,377000.0,384000.0,501716.0,367400.0,353656.9813878656,337881.23121716944,16600.0,94.5391414141414,95.86622174122174,25185.33811914752,100.0,5500.0,105022,13.09,3.66,29345,1.04,4000,0.0,0.0,0.0,49960,86983,11230
2012-01-25,387000.0,389500.0,373500.0,377500.0,387350.0,373200.0,357630.8178232213,339767.8392544471,4300.0,86.3030303030303,92.6557239057239,24879.26370039594,100.0,-6500.0,105022,12.86,3.59,29345,1.06,4000,0.0,0.0,0.0,49960,87000,11153
2012-01-26,378500.0,379500.0,373000.0,378000.0,320918.0,377100.0,361025.6815193511,341588.41833756864,900.0,75.65488215488215,85.49901795735128,24023.877108120418,100.0,500.0,105022,12.88,3.6,29345,1.06,4000,0.0,0.0,0.0,49930,87052,11103
2012-01-27,380000.0,385500.0,376000.0,382000.0,290099.0,380000.0,364521.40126612585,343512.779369113,2000.0,69.06980056980055,77.00923767590434,23697.647826807573,100.0,4000.0,105022,13.02,3.64,29345,1.05,4000,0.0,0.0,0.0,50000,87088,11122
2012-01-30,385000.0,385000.0,364000.0,365000.0,438646.0,377300.0,364601.1677217715,344535.9803515361,-12300.0,47.71032344561755,64.14500205676676,18700.949281672714,88.41201716738198,-17000.0,105022,12.44,3.48,29345,1.1,4000,0.0,0.0,0.0,50130,87136,11167
2012-01-31,367000.0,380000.0,366500.0,374000.0,407077.0,375300.0,366167.63976814295,345939.0289062249,-1300.0,38.09703368526896,51.625719233562364,17236.243832808104,72.83236994219654,9000.0,105022,12.74,3.56,29345,1.07,4000,0.0,0.0,0.0,50180,87132,11126
2012-02-01,375000.0,390000.0,373500.0,388000.0,419355.0,377400.0,369806.3664734525,347941.93229164276,10600.0,45.14831573655101,43.65189095581252,19138.921694356133,65.44117647058823,14000.0,105022,13.22,3.69,29345,1.03,4000,0.0,0.0,0.0,50230,87162,11157
2012-02-02,399000.0,412000.0,397000.0,411000.0,675298.0,384000.0,376671.97206121037,350944.69742061215,27000.0,76.48001508295624,53.24178816825875,25155.1743189611,71.16564417177915,23000.0,105022,14.01,3.91,29345,0.97,4000,0.0,0.0,0.0,50180,87152,11072
2012-02-03,412000.0,413000.0,402500.0,406500.0,340355.0,388900.0,381643.31005100865,353590.1880196306,17600.0,92.31968428396998,71.31600503449242,26914.01957447006,74.31693989071039,-4500.0,105022,13.85,3.87,29345,0.98,4000,0.0,0.0,0.0,50190,87177,11072
2012-02-06,416500.0,419000.0,400000.0,405000.0,478620.0,396900.0,385536.09170917387,356038.27430441015,8100.0,85.99489795918366,84.93153244203664,26763.354186539887,91.52542372881356,-1500.0,105022,13.8,3.86,29345,0.99,4000,0.0,0.0,0.0,50120,87113,11098
2012-02-07,405000.0,409000.0,401500.0,406500.0,232084.0,403400.0,389030.0764243116,358441.2136232478,3100.0,77.53183324611894,85.2821384964242,26179.989216469636,100.0,1500.0,105022,13.85,3.87,29345,0.98,4000,0.0,0.0,0.0,50060,87108,11076
2012-02-08,410000.0,420000.0,408000.0,420000.0,270383.0,409800.0,394191.730353593,361372.58440309315,10200.0,81.95360195360193,81.82677771963485,28211.293227650458,100.0,13500.0,105022,14.31,4.0,29345,0.95,4000,0.0,0.0,0.0,49980,87041,11049
2012-02-09,429000.0,434000.0,420000.0,434000.0,386402.0,414400.0,400826.44196132745,364831.0327648506,19600.0,90.84249084249082,83.44264201407057,31874.26094145316,100.0,14000.0,105022,14.79,4.13,29345,0.92,4000,0.0,0.0,0.0,50050,87049,11044
2012-02-10,428000.0,432000.0,415000.0,418500.0,335150.0,416800.0,403772.0349677729,367386.6978712863,1700.0,84.80392156862744,85.86667145490674,29381.312548462593,100.0,-15500.0,105022,14.26,3.98,29345,0.96,4000,0.0,0.0,0.0,50010,87072,11122
2012-02-13,420000.0,424000.0,408000.0,414000.0,287513.0,418600.0,405476.69580647745,369606.3789250346,-4600.0,64.29110105580692,79.97917115564174,25873.460738453665,100.0,-4500.0,105022,14.11,3.94,29345,0.97,4000,0.0,0.0,0.0,49980,87049,11112
2012-02-14,412000.0,419500.0,410000.0,416500.0,203871.0,420600.0,407313.9131720646,371839.40850003297,-4100.0,41.85520361990948,63.65007541478129,23531.472004211682,100.0,2500.0,105022,14.19,3.97,29345,0.96,4000,0.0,0.0,0.0,50020,87080,11122
2012-02-15,413000.0,420000.0,408500.0,418000.0,226748.0,420200.0,409094.9276433872,374037.5319047933,-2200.0,36.538461538461526,47.56158873805932,21728.95587866212,96.42857142857143,1500.0,105022,14.24,3.98,29345,0.96,4000,0.0,0.0,0.0,50000,87052,11107
2012-02-16,410000.0,412500.0,403500.0,403500.0,310347.0,414100.0,408162.43970282265,375440.5065759936,-10600.0,23.7179487179487,34.03720462543991,16499.53485440492,48.81889763779528,-14500.0,105022,13.75,3.84,29345,0.99,4000,0.0,0.0,0.0,50050,87136,11197
2012-02-17,412000.0,418500.0,409500.0,411500.0,291776.0,412700.0,408718.69975235226,377157.6253104701,-1200.0,25.828642901813613,28.695017719407957,14726.24805074482,32.47863247863248,8000.0,105022,14.02,3.92,29345,0.97,4000,0.0,0.0,0.0,49990,87099,11134
2012-02-20,425000.0,428000.0,418000.0,421000.0,350830.0,414100.0,410765.5831269602,379245.357438543,6900.0,36.81765389082461,28.788081836862318,15451.05131041829,30.088495575221245,9500.0,105022,14.35,4.01,29345,0.95,4000,0.0,0.0,0.0,49940,87052,11130
2012-02-21,419000.0,423500.0,412500.0,421000.0,180982.0,415000.0,412471.3192724668,381233.67375099333,6000.0,60.62717770034842,41.09115816432889,15397.724663541303,22.549019607843135,0.0,105022,14.35,4.01,29345,0.95,4000,0.0,0.0,0.0,50000,87108,11126
2012-02-22,420000.0,422500.0,405500.0,409500.0,376178.0,413300.0,411976.09939372237,382579.6892866603,-3800.0,55.782312925170054,51.07571483878104,12138.647490391973,20.0,-11500.0,105022,13.95,3.9,29345,0.98,4000,0.0,0.0,0.0,49950,87095,11148
2012-02-23,408500.0,409000.0,401000.0,406000.0,256523.0,413800.0,410980.08282810193,383694.9421777717,-7800.0,38.145628621819085,51.51837308244586,8954.167687845009,47.45762711864407,-3500.0,105022,13.84,3.87,29345,0.99,4000,0.0,0.0,0.0,50020,87157,11184
2012-02-24,400000.0,409000.0,395500.0,405500.0,313336.0,412600.0,410066.735690085,384733.2782645445,-7100.0,24.592515068705534,39.506818871898226,6630.063435901015,49.12280701754386,-500.0,105022,13.82,3.86,29345,0.99,4000,0.0,0.0,0.0,50020,87167,11157
2012-02-27,404000.0,404500.0,385500.0,389000.0,460819.0,406200.0,406555.6130750708,384936.45549004234,-17200.0,19.499425201179573,27.412522963901406,1089.1731431125081,13.084112149532714,-16500.0,105022,13.26,3.7,29345,1.03,4000,0.0,0.0,0.0,50110,87193,11184
2012-02-28,385000.0,395500.0,385000.0,395000.0,232396.0,401000.0,404629.6775625589,385415.67189527844,-6000.0,22.215474583895624,22.10247161792692,-858.9566570809111,3.333333333333343,6000.0,105022,13.46,3.76,29345,1.01,4000,0.0,0.0,0.0,50140,87227,11148
2012-02-29,401500.0,406500.0,398500.0,398500.0,265601.0,398800.0,403608.06463546574,386038.7351383604,-300.0,30.70906432748537,24.14132137085353,-1173.4172776077176,3.225806451612911,3500.0,105022,13.58,3.79,29345,1.0,4000,0.0,0.0,0.0,50155,87231,11076
